Country,Year,Month,Imports,Exports,Trade Volume
Thailand,2013,6,911.9,1610.3,2522.2
Thailand,2010,5,1067.5,1454.3,2521.8
Thailand,2020,12,938.7,1582.6,2521.3
Thailand,2009,12,1134.3,1386.9,2521.2
Thailand,2007,1,908.4,1607.8,2516.2
Thailand,2012,11,959.8,1551.5,2511.3
Thailand,2019,3,847.6,1661.1,2508.7
South Korea,2009,2,1225.9,1282.8,2508.7
Hong Kong,2003,7,522.8,1983.8,2506.6
Thailand,2010,1,1116.5,1389.3,2505.8
Saudi Arabia,2012,3,2388.6,116.5,2505.1
Thailand,2015,4,885.9,1618.8,2504.7
Thailand,2005,12,1099.8,1400.5,2500.3
Thailand,2017,9,953.6,1543.9,2497.5
Thailand,2020,9,902.4,1592.5,2494.9
South Korea,2006,8,1451.6,1042.9,2494.5
Thailand,2006,12,988.4,1505.2,2493.6
Saudi Arabia,2013,10,2411.7,81.6,2493.2999999999997
Thailand,2019,1,766.6,1726.6,2493.2
Thailand,2010,10,1077.5,1415.6,2493.1
Thailand,2017,6,791.2,1701.8,2493.0
Hong Kong,2003,6,492.3,1999.1,2491.4
Thailand,2014,3,861.5,1629.3,2490.8
Thailand,2008,2,1026.9,1463.3,2490.2
Thailand,2014,12,961.5,1524.8,2486.3
Thailand,2016,3,767.7,1717.9,2485.6000000000004
Saudi Arabia,2014,1,2395.0,90.4,2485.4
Thailand,2008,11,1105.0,1374.4,2479.4
Thailand,2014,6,883.8,1593.5,2477.3
South Korea,2006,4,1277.4,1194.7,2472.1000000000004
Thailand,2005,9,1178.0,1288.1,2466.1
Thailand,2017,10,808.6,1653.7,2462.3
Thailand,2019,12,831.1,1630.9,2462.0
Thailand,2010,2,1159.5,1298.5,2458.0
Thailand,2016,6,817.5,1637.1,2454.6
Thailand,2013,3,890.9,1560.6,2451.5
Thailand,2005,3,1123.1,1328.0,2451.1
Thailand,2020,11,741.3,1708.7,2450.0
Thailand,2019,5,835.5,1613.4,2448.9
Thailand,2016,11,861.2,1583.7,2444.9
Hong Kong,2005,2,380.9,2063.2,2444.1
South Korea,2006,2,1316.9,1122.1,2439.0
Thailand,2008,12,1248.6,1189.3,2437.8999999999996
Hong Kong,2003,4,430.1,2007.3,2437.4
South Korea,2005,9,1225.5,1211.8,2437.3
Thailand,2014,5,784.2,1650.8,2435.0
Thailand,2009,9,1139.8,1291.0,2430.8
Saudi Arabia,2008,6,2306.3,118.1,2424.4
Thailand,2006,4,1043.6,1378.2,2421.8
South Korea,2006,12,1244.1,1171.9,2416.0
Thailand,2017,1,750.8,1660.1,2410.8999999999996
South Korea,2008,12,1425.6,974.3,2399.8999999999996
Thailand,2017,12,890.8,1505.5,2396.3
Hong Kong,2003,8,436.2,1958.6,2394.7999999999997
Hong Kong,2004,1,492.0,1894.2,2386.2
Thailand,2015,12,789.9,1594.2,2384.1
South Korea,2006,1,1232.7,1150.2,2382.9
Thailand,2014,11,778.7,1600.1,2378.8
Thailand,2009,8,1135.7,1235.0,2370.7
South Korea,2005,3,1194.3,1173.6,2367.8999999999996
Thailand,2005,7,1003.4,1358.0,2361.4
Thailand,2017,4,773.5,1584.8,2358.3
Thailand,2009,10,1005.6,1352.1,2357.7
Thailand,2007,2,1012.9,1344.5,2357.4
South Korea,2005,8,1186.5,1168.0,2354.5
Saudi Arabia,2008,5,2258.5,91.4,2349.9
Thailand,2013,11,931.4,1417.1,2348.5
Thailand,2006,1,1009.4,1338.7,2348.1
Thailand,2019,4,715.7,1627.9,2343.6000000000004
Thailand,2011,2,1036.5,1306.5,2343.0
Thailand,2015,8,896.8,1440.6,2337.3999999999996
Thailand,2009,11,1083.3,1253.5,2336.8
Saudi Arabia,2008,8,2227.0,107.6,2334.6
Thailand,2016,9,764.1,1558.9,2323.0
Thailand,2005,6,980.1,1339.7,2319.8
Saudi Arabia,2014,5,2116.4,202.5,2318.9
Thailand,2015,11,799.4,1516.7,2316.1
Thailand,2019,2,760.1,1555.9,2316.0
Thailand,2005,4,1018.6,1296.8,2315.4
Thailand,2016,8,842.8,1471.3,2314.1
Thailand,2017,2,730.7,1580.1,2310.8
Thailand,2011,11,971.0,1332.2,2303.2
Saudi Arabia,2008,1,2184.9,114.6,2299.5
South Korea,2009,1,1225.5,1071.2,2296.7
South Korea,2005,7,1198.5,1097.7,2296.2
Thailand,2018,12,864.1,1425.6,2289.7
Thailand,2016,5,741.5,1546.5,2288.0
South Korea,2004,12,1183.7,1102.6,2286.3
Thailand,2015,2,731.2,1551.2,2282.4
Thailand,2016,1,712.6,1565.8,2278.4
Thailand,2011,12,995.1,1281.8,2276.9
South Korea,2005,6,1172.0,1100.5,2272.5
Thailand,2005,5,981.5,1267.9,2249.4
Saudi Arabia,2006,8,1873.3,371.3,2244.6
South Korea,2007,2,1151.2,1092.6,2243.8
Thailand,2018,2,825.8,1416.8,2242.6
Hong Kong,2003,5,406.8,1828.8,2235.6
Thailand,2014,2,790.9,1444.7,2235.6
Saudi Arabia,2011,5,2126.5,107.5,2234.0
Thailand,2009,6,1008.3,1221.2,2229.5
South Korea,2004,9,981.8,1247.0,2228.8
Thailand,2013,2,889.4,1337.4,2226.8
Thailand,2021,2,813.8,1410.1,2223.8999999999996
South Korea,2004,10,1106.5,1110.5,2217.0
Saudi Arabia,2012,5,2072.2,139.7,2211.8999999999996
Thailand,2020,5,995.8,1215.7,2211.5
Thailand,2004,8,1033.6,1172.5,2206.1
Thailand,2004,10,1028.3,1176.2,2204.5
Saudi Arabia,2012,4,2115.5,80.8,2196.3
Thailand,2013,12,813.4,1363.2,2176.6
Thailand,2004,9,1028.2,1144.0,2172.2
Thailand,2004,12,1053.2,1116.6,2169.8
Thailand,2016,4,629.3,1534.6,2163.8999999999996
Thailand,2016,7,767.8,1394.7,2162.5
Thailand,2004,11,999.8,1158.5,2158.3
South Korea,2005,1,1172.9,979.3,2152.2
Thailand,2004,7,1012.8,1132.4,2145.2
Saudi Arabia,2014,3,1965.8,177.0,2142.8
South Korea,2005,4,1045.1,1082.3,2127.3999999999996
South Korea,2004,7,1061.9,1058.8,2120.7
Thailand,2009,5,937.6,1180.4,2118.0
South Korea,2005,5,1058.2,1054.2,2112.4
Thailand,2020,6,801.4,1309.2,2110.6
South Korea,2004,11,1098.8,1002.3,2101.1
China,2003,2,1067.1,1032.7,2099.8
Saudi Arabia,2012,10,2003.3,85.4,2088.7
Thailand,2009,4,982.7,1098.4,2081.1000000000004
Saudi Arabia,2006,5,1964.2,89.3,2053.5
Saudi Arabia,2012,2,1959.5,92.6,2052.1
Thailand,2005,1,922.3,1120.5,2042.8
Thailand,2004,3,900.2,1139.6,2039.8
South Korea,2004,8,1032.1,999.3,2031.3999999999999
Thailand,2009,3,857.5,1170.7,2028.2
South Korea,2004,5,999.8,1020.8,2020.6
Saudi Arabia,2018,10,1944.4,76.1,2020.5
Thailand,2004,6,930.2,1086.4,2016.6000000000001
South Korea,2004,6,929.1,1086.0,2015.1
Hong Kong,2003,2,270.6,1742.2,2012.8000000000002
Saudi Arabia,2010,10,1888.5,106.6,1995.1
South Korea,2004,4,980.3,1003.2,1983.5
Thailand,2003,10,916.0,1041.4,1957.4
South Korea,2004,3,928.1,1020.2,1948.3000000000002
Thailand,2003,12,939.9,991.4,1931.3
Saudi Arabia,2008,9,1828.5,97.9,1926.4
Thailand,2004,5,877.8,1032.4,1910.2
Saudi Arabia,2018,11,1843.6,62.3,1905.8999999999999
Thailand,2005,2,841.9,1052.2,1894.1
Saudi Arabia,2011,12,1774.4,109.9,1884.3000000000002
Thailand,2004,4,876.5,980.3,1856.8
Saudi Arabia,2013,7,1766.0,77.6,1843.6
Thailand,2009,2,747.3,1094.4,1841.7
Saudi Arabia,2013,8,1757.6,77.2,1834.8
South Korea,2003,10,798.5,1027.6,1826.1
Thailand,2004,2,815.5,991.5,1807.0
Saudi Arabia,2014,4,1673.8,132.9,1806.7
Saudi Arabia,2022,3,1701.0,101.3,1802.3
Saudi Arabia,2018,4,1712.8,86.0,1798.8
Saudi Arabia,2005,12,1713.4,77.7,1791.1000000000001
South Korea,2005,2,876.9,912.1,1789.0
Saudi Arabia,2008,10,1677.9,107.3,1785.2
Thailand,2003,11,882.1,902.6,1784.7
South Korea,2003,11,836.8,942.4,1779.1999999999998
Thailand,2003,3,870.7,908.4,1779.1
Saudi Arabia,2008,4,1673.3,98.6,1771.8999999999999
Saudi Arabia,2012,6,1593.5,177.6,1771.1
Saudi Arabia,2014,7,1654.7,106.5,1761.2
Thailand,2004,1,804.4,955.8,1760.1999999999998
Saudi Arabia,2012,11,1684.8,71.7,1756.5
South Korea,2004,1,792.1,941.9,1734.0
Thailand,2003,9,805.8,927.9,1733.6999999999998
South Korea,2003,12,756.9,971.6,1728.5
Saudi Arabia,2005,1,1680.8,42.6,1723.3999999999999
Saudi Arabia,2012,12,1621.7,98.4,1720.1000000000001
Saudi Arabia,2005,10,1654.2,65.3,1719.5
Thailand,2003,7,767.0,950.1,1717.1
Saudi Arabia,2018,7,1621.8,81.4,1703.2
Saudi Arabia,2007,12,1613.4,85.4,1698.8000000000002
South Korea,2004,2,795.1,902.6,1697.7
Thailand,2009,1,709.0,981.8,1690.8
South Korea,2003,1,676.3,1012.8,1689.1
Saudi Arabia,2014,8,1563.4,114.1,1677.5
South Korea,2003,8,811.3,859.5,1670.8
Saudi Arabia,2014,6,1540.0,114.9,1654.9
Saudi Arabia,2014,2,1511.3,127.5,1638.8
South Korea,2003,3,678.4,958.5,1636.9
Thailand,2003,8,732.0,898.3,1630.3
Saudi Arabia,2015,8,1513.6,98.1,1611.6999999999998
Thailand,2003,1,695.4,910.8,1606.1999999999998
South Korea,2003,9,755.8,849.4,1605.1999999999998
Thailand,2003,4,790.0,814.0,1604.0
Saudi Arabia,2008,3,1497.2,97.4,1594.6000000000001
Thailand,2003,5,765.2,817.6,1582.8000000000002
South Korea,2003,7,759.4,809.2,1568.6
Saudi Arabia,2008,7,1381.4,185.7,1567.1000000000001
Saudi Arabia,2010,12,1488.4,78.0,1566.4
Saudi Arabia,2010,7,1418.9,132.4,1551.3000000000002
Thailand,2003,6,711.1,836.8,1547.9
South Korea,2003,4,696.8,847.4,1544.1999999999998
Saudi Arabia,2012,7,1431.1,107.6,1538.6999999999998
Saudi Arabia,2007,5,1365.5,170.5,1536.0
Saudi Arabia,2018,9,1461.0,73.1,1534.1
Saudi Arabia,2022,5,1441.8,87.9,1529.7
Saudi Arabia,2011,4,1422.7,85.3,1508.0
Saudi Arabia,2012,9,1156.0,340.0,1496.0
Saudi Arabia,2014,10,1379.1,116.8,1495.8999999999999
Saudi Arabia,2006,7,1385.0,102.8,1487.8
Saudi Arabia,2006,2,1416.7,59.0,1475.7
Saudi Arabia,2017,12,1380.5,78.6,1459.1
Thailand,2003,2,712.1,746.7,1458.8000000000002
Saudi Arabia,2007,10,1342.3,110.7,1453.0
Saudi Arabia,2009,9,1256.5,188.0,1444.5
Saudi Arabia,2010,2,1373.9,61.5,1435.4
South Korea,2003,5,710.7,724.1,1434.8000000000002
Saudi Arabia,2010,8,1288.2,146.2,1434.4
Saudi Arabia,2016,11,1338.0,95.8,1433.8
Saudi Arabia,2008,11,1331.8,95.9,1427.7
Saudi Arabia,2019,1,1351.4,74.0,1425.4
Saudi Arabia,2013,12,1315.6,107.7,1423.3
Saudi Arabia,2008,2,1349.5,73.3,1422.8
Saudi Arabia,2011,1,1351.4,69.7,1421.1000000000001
Saudi Arabia,2019,4,1325.9,80.6,1406.5
Saudi Arabia,2020,9,1127.0,279.3,1406.3
Saudi Arabia,2013,5,1073.0,329.7,1402.7
Saudi Arabia,2010,6,1323.7,73.0,1396.7
Saudi Arabia,2018,12,1259.9,134.2,1394.1000000000001
Saudi Arabia,2013,11,1279.1,114.8,1393.8999999999999
South Korea,2003,2,540.0,851.0,1391.0
Saudi Arabia,2007,7,1262.5,128.4,1390.9
Saudi Arabia,2018,8,1258.9,132.0,1390.9
Saudi Arabia,2009,2,1321.4,59.8,1381.2
Saudi Arabia,2005,11,1291.0,76.6,1367.6
South Korea,2003,6,639.6,727.8,1367.4
Saudi Arabia,2010,4,1267.3,100.1,1367.3999999999999
Saudi Arabia,2009,12,1294.6,62.8,1357.3999999999999
Saudi Arabia,2006,9,1261.3,94.2,1355.5
Saudi Arabia,2013,4,1177.5,172.1,1349.6
Saudi Arabia,2011,7,1253.8,92.8,1346.6
Saudi Arabia,2017,11,1238.4,103.8,1342.2
Saudi Arabia,2011,6,1250.2,90.3,1340.5
Saudi Arabia,2018,6,1266.7,70.0,1336.7
Saudi Arabia,2006,3,1242.3,92.2,1334.5
Saudi Arabia,2013,9,1237.1,97.0,1334.1
Saudi Arabia,2017,3,1237.4,95.5,1332.9
Saudi Arabia,2013,6,1166.3,150.4,1316.7
Saudi Arabia,2017,10,1188.6,126.4,1315.0
Saudi Arabia,2007,1,1210.9,96.3,1307.2
Saudi Arabia,2010,3,1172.1,128.1,1300.1999999999998
Saudi Arabia,2018,5,1208.5,72.6,1281.1
Saudi Arabia,2005,6,1221.8,58.4,1280.2
Saudi Arabia,2022,9,954.9,310.4,1265.3
Saudi Arabia,2018,1,1186.2,69.0,1255.2
Saudi Arabia,2013,1,1154.9,100.1,1255.0
Saudi Arabia,2022,10,1010.6,242.2,1252.8
Saudi Arabia,2015,7,1136.6,98.0,1234.6
Saudi Arabia,2018,3,1144.3,89.3,1233.6
Saudi Arabia,2005,3,1169.7,61.5,1231.2
Saudi Arabia,2016,12,1150.6,78.1,1228.6999999999998
Saudi Arabia,2011,2,1169.8,53.5,1223.3
Saudi Arabia,2006,10,1054.9,163.7,1218.6000000000001
Saudi Arabia,2019,11,1128.6,89.4,1218.0
Saudi Arabia,2018,2,1144.7,70.5,1215.2
Saudi Arabia,2022,8,1082.0,119.2,1201.2
Saudi Arabia,2005,4,1142.6,56.1,1198.6999999999998
Saudi Arabia,2006,1,1141.2,51.4,1192.6000000000001
Saudi Arabia,2010,5,1099.3,70.0,1169.3
Saudi Arabia,2015,4,1046.0,120.3,1166.3
Saudi Arabia,2009,5,1059.8,101.4,1161.2
Saudi Arabia,2019,3,905.5,255.1,1160.6
Saudi Arabia,2007,3,1031.6,127.4,1159.0
Saudi Arabia,2019,2,1102.3,54.7,1157.0
Saudi Arabia,2021,12,1061.6,94.6,1156.1999999999998
Saudi Arabia,2017,1,1074.1,81.3,1155.3999999999999
Saudi Arabia,2005,5,1099.1,53.1,1152.1999999999998
Saudi Arabia,2014,9,1017.4,133.8,1151.2
Saudi Arabia,2010,1,1056.3,89.9,1146.2
Saudi Arabia,2016,6,1057.9,79.8,1137.7
Saudi Arabia,2017,5,967.4,169.2,1136.6
Saudi Arabia,2022,7,1003.7,131.7,1135.4
Saudi Arabia,2009,4,1049.5,85.1,1134.6
Saudi Arabia,2017,9,1052.3,82.1,1134.3999999999999
Saudi Arabia,2016,1,1042.4,88.6,1131.0
Saudi Arabia,2007,9,1018.1,111.2,1129.3
Saudi Arabia,2005,8,1066.4,58.8,1125.2
Saudi Arabia,2015,9,1026.3,97.4,1123.7
Saudi Arabia,2010,9,1058.4,60.3,1118.7
Saudi Arabia,2021,6,1021.2,95.4,1116.6000000000001
Saudi Arabia,2015,12,996.5,116.4,1112.9
Saudi Arabia,2015,1,962.0,147.7,1109.7
Saudi Arabia,2022,2,1040.1,68.5,1108.6
Saudi Arabia,2024,11,973.2,131.3,1104.5
Saudi Arabia,2007,8,962.4,140.8,1103.2
Saudi Arabia,2008,12,975.8,127.3,1103.1
Saudi Arabia,2016,3,992.0,110.9,1102.9
Saudi Arabia,2023,7,974.2,126.2,1100.4
Saudi Arabia,2019,7,1010.7,87.0,1097.7
Saudi Arabia,2007,4,992.4,100.5,1092.9
Saudi Arabia,2007,11,1016.1,72.6,1088.7
Saudi Arabia,2009,6,972.5,106.6,1079.1
Saudi Arabia,2013,2,934.3,144.5,1078.8
Saudi Arabia,2004,10,1035.0,42.4,1077.4
Saudi Arabia,2009,7,984.3,85.5,1069.8
Saudi Arabia,2006,6,937.1,126.8,1063.9
Saudi Arabia,2024,10,881.1,179.7,1060.8
Saudi Arabia,2012,8,951.5,106.8,1058.3
Saudi Arabia,2016,10,983.3,73.8,1057.1
Saudi Arabia,2019,6,980.5,69.0,1049.5
Saudi Arabia,2004,11,1001.9,46.2,1048.1
Saudi Arabia,2022,6,947.0,99.8,1046.8
Saudi Arabia,2017,2,971.8,71.6,1043.3999999999999
Saudi Arabia,2024,6,884.8,147.0,1031.8
Saudi Arabia,2004,7,982.4,45.6,1028.0
Saudi Arabia,2023,10,867.1,158.7,1025.8
Saudi Arabia,2017,4,942.3,78.3,1020.5999999999999
Saudi Arabia,2024,12,838.9,174.9,1013.8
Saudi Arabia,2022,1,920.7,92.5,1013.2
Saudi Arabia,2006,11,939.3,73.2,1012.5
Saudi Arabia,2005,9,936.6,71.8,1008.4
Saudi Arabia,2005,2,976.3,32.1,1008.4
Saudi Arabia,2023,2,908.6,98.8,1007.4
Saudi Arabia,2014,12,838.6,166.8,1005.4000000000001
Saudi Arabia,2004,5,960.7,40.9,1001.6
Saudi Arabia,2011,9,878.8,119.7,998.5
Saudi Arabia,2005,7,942.4,53.6,996.0
Saudi Arabia,2019,5,900.3,86.1,986.4
Saudi Arabia,2015,6,889.0,97.4,986.4
Saudi Arabia,2009,10,913.6,69.5,983.1
Saudi Arabia,2024,4,850.5,130.2,980.7
Saudi Arabia,2023,5,868.7,108.2,976.9000000000001
Saudi Arabia,2014,11,848.7,126.3,975.0
Saudi Arabia,2003,6,929.4,45.3,974.6999999999999
Saudi Arabia,2022,11,866.6,106.4,973.0
Saudi Arabia,2017,8,885.6,86.8,972.4
Saudi Arabia,2016,7,817.8,143.8,961.5999999999999
Saudi Arabia,2006,12,869.8,87.2,957.0
Saudi Arabia,2017,6,881.8,72.2,954.0
Saudi Arabia,2003,1,895.3,52.4,947.6999999999999
Saudi Arabia,2019,10,844.1,85.2,929.3000000000001
Saudi Arabia,2024,2,812.0,116.9,928.9
Saudi Arabia,2010,11,862.1,63.5,925.6
Saudi Arabia,2015,5,817.7,96.7,914.4000000000001
Saudi Arabia,2016,5,819.3,95.0,914.3
Saudi Arabia,2013,3,822.0,92.1,914.1
Saudi Arabia,2023,1,806.0,103.3,909.3
Saudi Arabia,2004,12,845.1,61.2,906.3000000000001
Saudi Arabia,2022,12,801.2,102.9,904.1
Saudi Arabia,2024,1,764.1,136.4,900.5
Saudi Arabia,2024,5,764.9,132.0,896.9
Saudi Arabia,2023,6,752.6,140.9,893.5
Saudi Arabia,2024,3,750.8,140.8,891.5999999999999
Saudi Arabia,2017,7,809.4,80.6,890.0
Saudi Arabia,2009,8,819.0,68.0,887.0
Saudi Arabia,2009,11,818.6,64.4,883.0
Saudi Arabia,2023,3,757.7,124.8,882.5
Saudi Arabia,2021,1,740.4,138.4,878.8
Saudi Arabia,2021,3,794.9,82.9,877.8
Saudi Arabia,2021,7,801.3,76.2,877.5
Saudi Arabia,2004,3,819.8,50.2,870.0
Saudi Arabia,2016,8,797.4,69.2,866.6
Saudi Arabia,2022,4,767.6,93.0,860.6
Saudi Arabia,2020,10,476.9,383.0,859.9
Saudi Arabia,2019,8,758.2,98.1,856.3000000000001
Saudi Arabia,2021,8,663.0,185.7,848.7
Saudi Arabia,2025,2,702.3,145.1,847.4
Saudi Arabia,2004,8,794.0,49.9,843.9
Saudi Arabia,2020,12,718.9,117.4,836.3
Saudi Arabia,2016,9,766.9,68.4,835.3
Saudi Arabia,2007,2,764.6,68.2,832.8000000000001
Saudi Arabia,2016,4,718.0,112.2,830.2
Saudi Arabia,2015,11,720.1,109.6,829.7
Saudi Arabia,2023,8,723.2,104.5,827.7
Saudi Arabia,2003,12,775.2,43.7,818.9000000000001
Saudi Arabia,2003,3,766.4,48.3,814.6999999999999
Saudi Arabia,2016,2,744.9,69.1,814.0
Saudi Arabia,2015,2,716.7,88.5,805.2
Saudi Arabia,2025,1,657.1,146.4,803.5
Saudi Arabia,2020,2,673.3,115.9,789.1999999999999
Saudi Arabia,2019,9,547.3,241.1,788.4
Saudi Arabia,2020,1,670.0,109.2,779.2
Saudi Arabia,2023,9,594.1,184.4,778.5
Saudi Arabia,2021,11,684.6,88.8,773.4
Saudi Arabia,2007,6,661.4,108.5,769.9
Saudi Arabia,2020,8,649.0,119.2,768.2
Saudi Arabia,2023,4,667.2,86.9,754.1
Saudi Arabia,2006,4,682.2,66.3,748.5
Saudi Arabia,2009,1,663.0,69.7,732.7
Saudi Arabia,2023,11,548.5,179.1,727.6
Saudi Arabia,2015,10,595.0,131.4,726.4
Saudi Arabia,2021,10,634.7,88.3,723.0
Saudi Arabia,2009,3,599.0,120.2,719.2
Saudi Arabia,2023,12,562.8,140.0,702.8
Saudi Arabia,2015,3,538.1,157.8,695.9000000000001
Saudi Arabia,2024,9,507.6,183.8,691.4000000000001
Saudi Arabia,2004,4,650.1,36.0,686.1
Saudi Arabia,2024,7,541.1,141.5,682.6
Saudi Arabia,2019,12,600.5,79.9,680.4
Saudi Arabia,2004,6,613.1,52.2,665.3000000000001
Saudi Arabia,2021,2,538.3,121.5,659.8
Saudi Arabia,2020,11,499.1,130.6,629.7
Saudi Arabia,2004,1,585.0,43.6,628.6
Saudi Arabia,2004,9,576.1,45.7,621.8000000000001
Saudi Arabia,2021,9,455.8,159.6,615.4
Saudi Arabia,2020,7,455.7,146.7,602.4
Saudi Arabia,2024,8,443.7,144.9,588.6
Saudi Arabia,2003,10,526.4,60.9,587.3
Saudi Arabia,2003,5,528.7,44.1,572.8000000000001
Saudi Arabia,2021,4,489.0,72.1,561.1
Saudi Arabia,2004,2,510.1,31.5,541.6
Saudi Arabia,2020,6,405.4,128.0,533.4
Saudi Arabia,2020,3,435.9,90.6,526.5
Saudi Arabia,2003,9,465.2,53.1,518.3
Saudi Arabia,2020,4,432.7,84.1,516.8
Saudi Arabia,2020,5,425.0,76.9,501.9
Saudi Arabia,2003,2,463.2,32.5,495.7
Saudi Arabia,2003,4,439.8,41.1,480.90000000000003
Saudi Arabia,2021,5,402.1,72.9,475.0
Saudi Arabia,2003,8,381.2,69.0,450.2
Saudi Arabia,2003,11,381.2,47.6,428.8
Saudi Arabia,2003,7,271.4,47.7,319.09999999999997
